#########################################################################
#Electron Drift Line StepLength=0.5cm at rIN=0cm				#
#rIN_cm		zIN_cm		DriftTimeIN_us	rOUT_cm		z_OUT_cm#
#########################################################################
0		2		2.73556		0		2.5
0		2		5.47122		0		3
0		2		8.20692		0		3.5
0		2		10.9426		0		4
0		2		13.6784		0		4.5
0		2		16.4141		0		5
0		2		19.1498		0		5.5
0		2		21.8856		0		6
0		2		24.6213		0		6.5
0		2		27.3571		0		7
0		2		30.0928		0		7.5
0		2		32.8285		0		8
0		2		35.5643		0		8.5
0		2		38.3		0		9
0		2		41.0357		0		9.5
0		2		43.7714		0		10
0		2		46.5071		0		10.5
0		2		49.2428		0		11
0		2		51.9785		0		11.5
0		2		54.7142		0		12
0		2		57.4499		0		12.5
0		2		60.1856		0		13
0		2		62.9213		0		13.5
0		2		65.657		0		14
0		2		68.3926		0		14.5
0		2		71.1283		0		15
0		2		73.8639		0		15.5
0		2		76.5996		0		16
0		2		79.3352		0		16.5
0		2		82.0709		0		17
0		2		84.8065		0		17.5
0		2		87.5421		0		18
0		2		90.2777		0		18.5
0		2		93.0134		0		19
0		2		95.749		0		19.5
0		2		98.4845		0		20
0		2		101.22		0		20.5
0		2		103.956		0		21
0		2		106.691		0		21.5
0		2		109.427		0		22
0		2		112.162		0		22.5
0		2		114.898		0		23
0		2		117.634		0		23.5
0		2		120.369		0		24
0		2		123.105		0		24.5
0		2		125.84		0		25
0		2		128.576		0		25.5
0		2		131.311		0		26
0		2		134.047		0		26.5
0		2		136.782		0		27
0		2		139.518		0		27.5
0		2		142.253		0		28
0		2		144.989		0		28.5
0		2		147.724		0		29
0		2		150.459		0		29.5
0		2		153.195		0		30
0		2		155.93		0		30.5
0		2		158.666		0		31
0		2		161.401		0		31.5
0		2		164.137		0		32
0		2		166.872		0		32.5
0		2		169.607		0		33
0		2		172.343		0		33.5
0		2		175.078		0		34
0		2		177.813		0		34.5
0		2		180.549		0		35
0		2		183.284		0		35.5
0		2		186.02		0		36
0		2		188.755		0		36.5
0		2		191.49		0		37
0		2		194.226		0		37.5
0		2		196.961		0		38
0		2		199.696		0		38.5
0		2		202.431		0		39
0		2		205.167		0		39.5
0		2		207.902		0		40
0		2		210.637		0		40.5
0		2		213.373		0		41
0		2		216.108		0		41.5
0		2		218.843		0		42
0		2		221.578		0		42.5
0		2		224.314		0		43
0		2		227.049		0		43.5
0		2		229.784		0		44
0		2		232.519		0		44.5
0		2		235.255		0		45
0		2		237.99		0		45.5
0		2		240.725		0		46
0		2		243.46		0		46.5
0		2		246.195		0		47
0		2		248.931		0		47.5
0		2		251.666		0		48
0		2		254.401		0		48.5
0		2		257.136		0		49
0		2		259.871		0		49.5
0		2		262.607		0		50
0		2		265.342		0		50.5
0		2		268.077		0		51
0		2		270.812		0		51.5
0		2		273.547		0		52
0		2		276.282		0		52.5
0		2		279.017		0		53
0		2		281.753		0		53.5
0		2		284.488		0		54
0		2		287.223		0		54.5
0		2		289.958		0		55
0		2		292.693		0		55.5
0		2		295.428		0		56
0		2		298.163		0		56.5
0		2		300.899		0		57
0		2		303.634		0		57.5
0		2		306.369		0		58
0		2		309.104		0		58.5
0		2		311.839		0		59
0		2		314.574		0		59.5
0		2		317.309		0		60
0		2		320.044		0		60.5
0		2		322.779		0		61
0		2		325.515		0		61.5
0		2		328.25		0		62
0		2		330.985		0		62.5
0		2		333.72		0		63
0		2		336.455		0		63.5
0		2		339.19		0		64
0		2		341.925		0		64.5
0		2		344.66		0		65
0		2		347.395		0		65.5
0		2		350.13		0		66
0		2		352.866		0		66.5
0		2		355.601		0		67
0		2		358.336		0		67.5
0		2		361.071		0		68
0		2		363.806		0		68.5
0		2		366.541		0		69
0		2		369.276		0		69.5
0		2		372.011		0		70
0		2		374.746		0		70.5
0		2		377.482		0		71
0		2		380.217		0		71.5
0		2		382.952		0		72
0		2		385.687		0		72.5
0		2		388.422		0		73
0		2		391.157		0		73.5
0		2		393.892		0		74
0		2		396.627		0		74.5
0		2		399.363		0		75
0		2		402.098		0		75.5
0		2		404.833		0		76
0		2		407.568		0		76.5
0		2		410.303		0		77
0		2		413.038		0		77.5
0		2		415.773		0		78
0		2		418.509		0		78.5
0		2		421.244		0		79
0		2		423.979		0		79.5
0		2		426.714		0		80
0		2		429.449		0		80.5
0		2		432.184		0		81
0		2		434.92		0		81.5
0		2		437.655		0		82
0		2		440.39		0		82.5
0		2		443.125		0		83
0		2		445.86		0		83.5
0		2		448.596		0		84
0		2		451.331		0		84.5
0		2		454.066		0		85
0		2		456.801		0		85.5
0		2		459.537		0		86
0		2		462.272		0		86.5
0		2		465.007		0		87
0		2		467.742		0		87.5
0		2		470.478		0		88
0		2		473.213		0		88.5
0		2		475.948		0		89
0		2		478.683		0		89.5
0		2		481.419		0		90
0		2		484.154		0		90.5
0		2		486.889		0		91
0		2		489.625		0		91.5
0		2		492.36		0		92
0		2		495.095		0		92.5
0		2		497.831		0		93
0		2		500.566		0		93.5
0		2		503.301		0		94
0		2		506.037		0		94.5
0		2		508.772		0		95
0		2		511.508		0		95.5
0		2		514.243		0		96
0		2		516.978		0		96.5
0		2		519.714		0		97
0		2		522.449		0		97.5
0		2		525.185		0		98
0		2		527.92		0		98.5
0		2		530.656		0		99
0		2		533.391		0		99.5
0		2		536.127		0		100
0		2		538.862		0		100.5
0		2		541.598		0		101
0		2		544.333		0		101.5
0		2		547.069		0		102
0		2		549.804		0		102.5
0		2		552.54		0		103
0		2		555.275		0		103.5
0		2		558.011		0		104
0		2		560.746		0		104.5
0		2		563.482		0		105
0		2		566.218		0		105.5
0		2		568.953		0		106
0		2		571.689		0		106.5
0		2		574.424		0		107
0		2		577.16		0		107.5
0		2		579.896		0		108
0		2		582.631		0		108.5
0		2		585.367		0		109
0		2		588.103		0		109.5
0		2		590.839		0		110
0		2		593.574		0		110.5
0		2		596.31		0		111
0		2		599.046		0		111.5
0		2		601.782		0		112
0		2		604.517		0		112.5
0		2		607.253		0		113
0		2		609.989		0		113.5
0		2		612.725		0		114
0		2		615.461		0		114.5
0		2		618.196		0		115
0		2		620.932		0		115.5
0		2		623.668		0		116
0		2		626.404		0		116.5
0		2		629.14		0		117
0		2		631.876		0		117.5
0		2		634.612		0		118
0		2		637.348		0		118.5
0		2		640.084		0		119
0		2		642.82		0		119.5
0		2		645.556		0		120
0		2		648.292		0		120.5
0		2		651.028		0		121
0		2		653.764		0		121.5
